,VehicleID,FinancialYear,VehicleType,Manufacturer,ConditionScore,Year,ManufacturerAndVehicleType
8902,11165,2011-12,Personnel Vehicle,Ford,55,2011,Personnel Vehicle Ford
8903,11166,2007-08,Light Goods Vehicle,Ford,70,2007,Light Goods Vehicle Ford
8904,11167,2002-03,Personnel Vehicle,DAF,90,2002,Personnel Vehicle DAF
8905,11168,2002-03,Heavy Goods Vehicle,MAN,30,2002,Heavy Goods Vehicle MAN
8906,11168,2009-10,Heavy Goods Vehicle,MAN,30,2009,Heavy Goods Vehicle MAN
8907,11169,2000-01,Light Goods Vehicle,MAN,55,2000,Light Goods Vehicle MAN
8908,11170,2005-06,Light Goods Vehicle,Renault,85,2005,Light Goods Vehicle Renault
8909,11171,2006-07,Light Goods Vehicle,MAN,45,2006,Light Goods Vehicle MAN
8910,11172,2005-06,Heavy Goods Vehicle,Iveco,60,2005,Heavy Goods Vehicle Iveco
8911,11172,2011-12,Heavy Goods Vehicle,Iveco,60,2011,Heavy Goods Vehicle Iveco
8912,11173,2008-09,Light Goods Vehicle,Iveco,80,2008,Light Goods Vehicle Iveco
8913,11174,2004-05,Light Goods Vehicle,MAN,70,2004,Light Goods Vehicle MAN
8914,11175,2005-06,Light Goods Vehicle,Renault,0,2005,Light Goods Vehicle Renault
8915,11176,2005-06,Light Goods Vehicle,Iveco,35,2005,Light Goods Vehicle Iveco
8916,11177,2002-03,Heavy Goods Vehicle,Volkswagen,50,2002,Heavy Goods Vehicle Volkswagen
8917,11177,2009-10,Heavy Goods Vehicle,Volkswagen,30,2009,Heavy Goods Vehicle Volkswagen
8918,11179,2003-04,Heavy Goods Vehicle,Volkswagen,10,2003,Heavy Goods Vehicle Volkswagen
8919,11180,2007-08,Light Goods Vehicle,Volkswagen,75,2007,Light Goods Vehicle Volkswagen
8920,11181,2006-07,Heavy Goods Vehicle,MAN,65,2006,Heavy Goods Vehicle MAN
8921,11182,2001-02,Light Goods Vehicle,MAN,65,2001,Light Goods Vehicle MAN
8922,11183,2004-05,Light Goods Vehicle,Iveco,0,2004,Light Goods Vehicle Iveco
8923,11184,2006-07,Light Goods Vehicle,Iveco,65,2006,Light Goods Vehicle Iveco
8924,11185,2002-03,Heavy Goods Vehicle,Volkswagen,30,2002,Heavy Goods Vehicle Volkswagen
8925,11185,2008-09,Heavy Goods Vehicle,Volkswagen,30,2008,Heavy Goods Vehicle Volkswagen
8926,11186,2005-06,Personnel Vehicle,DAF,55,2005,Personnel Vehicle DAF
8927,11188,2005-06,Heavy Goods Vehicle,DAF,65,2005,Heavy Goods Vehicle DAF
8928,11190,2003-04,Light Goods Vehicle,DAF,60,2003,Light Goods Vehicle DAF
8929,11191,2005-06,Heavy Goods Vehicle,Ford,65,2005,Heavy Goods Vehicle Ford
8930,11192,2000-01,Heavy Goods Vehicle,Ford,60,2000,Heavy Goods Vehicle Ford
8931,11192,2008-09,Heavy Goods Vehicle,Ford,30,2008,Heavy Goods Vehicle Ford
8932,11192,2011-12,Heavy Goods Vehicle,Ford,30,2011,Heavy Goods Vehicle Ford
8933,11193,2006-07,Heavy Goods Vehicle,Ford,60,2006,Heavy Goods Vehicle Ford
8934,11197,2000-01,Heavy Goods Vehicle,Ford,50,2000,Heavy Goods Vehicle Ford
8935,11198,2002-03,Heavy Goods Vehicle,DAF,80,2002,Heavy Goods Vehicle DAF
8936,11198,2008-09,Heavy Goods Vehicle,DAF,80,2008,Heavy Goods Vehicle DAF
8937,11199,2006-07,Heavy Goods Vehicle,Iveco,10,2006,Heavy Goods Vehicle Iveco
8938,11200,2006-07,Heavy Goods Vehicle,MAN,40,2006,Heavy Goods Vehicle MAN
8939,11201,2004-05,Light Goods Vehicle,MAN,55,2004,Light Goods Vehicle MAN
8940,11202,2005-06,Light Goods Vehicle,Renault,20,2005,Light Goods Vehicle Renault
8941,11203,2002-03,Light Goods Vehicle,MAN,45,2002,Light Goods Vehicle MAN
8942,11205,2010-11,Light Goods Vehicle,Volkswagen,0,2010,Light Goods Vehicle Volkswagen
8943,11206,2005-06,Light Goods Vehicle,Iveco,50,2005,Light Goods Vehicle Iveco
8944,11207,2004-05,Light Goods Vehicle,Iveco,20,2004,Light Goods Vehicle Iveco
8945,11207,2009-10,Light Goods Vehicle,Iveco,30,2009,Light Goods Vehicle Iveco
8946,11208,2005-06,Light Goods Vehicle,Iveco,45,2005,Light Goods Vehicle Iveco
8947,11208,2011-12,Light Goods Vehicle,Iveco,60,2011,Light Goods Vehicle Iveco
8948,11209,2005-06,Heavy Goods Vehicle,Iveco,80,2005,Heavy Goods Vehicle Iveco
8949,11209,2009-10,Heavy Goods Vehicle,Iveco,80,2009,Heavy Goods Vehicle Iveco
8950,11210,2006-07,Light Goods Vehicle,Iveco,50,2006,Light Goods Vehicle Iveco
8951,11211,2004-05,Heavy Goods Vehicle,Renault,30,2004,Heavy Goods Vehicle Renault
8952,11211,2010-11,Heavy Goods Vehicle,Renault,30,2010,Heavy Goods Vehicle Renault
8953,11213,2004-05,Light Goods Vehicle,Iveco,45,2004,Light Goods Vehicle Iveco
8954,11214,2005-06,Personnel Vehicle,DAF,60,2005,Personnel Vehicle DAF
8955,11215,2003-04,Heavy Goods Vehicle,DAF,50,2003,Heavy Goods Vehicle DAF
8956,11216,2005-06,Heavy Goods Vehicle,DAF,100,2005,Heavy Goods Vehicle DAF
8957,11217,2005-06,Heavy Goods Vehicle,Ford,65,2005,Heavy Goods Vehicle Ford
8958,11218,2001-02,Heavy Goods Vehicle,DAF,10,2001,Heavy Goods Vehicle DAF
8959,11219,2001-02,Light Goods Vehicle,DAF,5,2001,Light Goods Vehicle DAF
8960,11220,2005-06,Heavy Goods Vehicle,Ford,60,2005,Heavy Goods Vehicle Ford
8961,11222,2001-02,Heavy Goods Vehicle,Ford,10,2001,Heavy Goods Vehicle Ford
8962,11222,2008-09,Heavy Goods Vehicle,Ford,60,2008,Heavy Goods Vehicle Ford
8963,11223,2006-07,Light Goods Vehicle,DAF,65,2006,Light Goods Vehicle DAF
8964,11225,2000-01,Heavy Goods Vehicle,Ford,10,2000,Heavy Goods Vehicle Ford
8965,11226,2002-03,Light Goods Vehicle,DAF,40,2002,Light Goods Vehicle DAF
8966,11226,2008-09,Light Goods Vehicle,DAF,55,2008,Light Goods Vehicle DAF
8967,11229,2005-06,Light Goods Vehicle,Renault,75,2005,Light Goods Vehicle Renault
8968,11230,2004-05,Personnel Vehicle,Renault,100,2004,Personnel Vehicle Renault
8969,11231,2005-06,Personnel Vehicle,Renault,70,2005,Personnel Vehicle Renault
8970,11231,2011-12,Personnel Vehicle,Renault,80,2011,Personnel Vehicle Renault
8971,11232,2005-06,Heavy Goods Vehicle,Renault,5,2005,Heavy Goods Vehicle Renault
8972,11233,2004-05,Light Goods Vehicle,Iveco,20,2004,Light Goods Vehicle Iveco
8973,11236,2002-03,Heavy Goods Vehicle,Iveco,60,2002,Heavy Goods Vehicle Iveco
8974,11236,2008-09,Heavy Goods Vehicle,Iveco,60,2008,Heavy Goods Vehicle Iveco
8975,11237,2001-02,Light Goods Vehicle,Renault,70,2001,Light Goods Vehicle Renault
8976,11240,2006-07,Personnel Vehicle,Renault,85,2006,Personnel Vehicle Renault
8977,11241,2004-05,Light Goods Vehicle,Iveco,20,2004,Light Goods Vehicle Iveco
8978,11242,2005-06,Heavy Goods Vehicle,DAF,80,2005,Heavy Goods Vehicle DAF
8979,11244,2003-04,Light Goods Vehicle,DAF,20,2003,Light Goods Vehicle DAF
8980,11244,2011-12,Light Goods Vehicle,DAF,20,2011,Light Goods Vehicle DAF
8981,11246,2001-02,Heavy Goods Vehicle,DAF,65,2001,Heavy Goods Vehicle DAF
8982,11247,2001-02,Personnel Vehicle,DAF,100,2001,Personnel Vehicle DAF
8983,11248,2001-02,Light Goods Vehicle,DAF,20,2001,Light Goods Vehicle DAF
8984,11249,2001-02,Heavy Goods Vehicle,Ford,100,2001,Heavy Goods Vehicle Ford
8985,11250,2003-04,Heavy Goods Vehicle,Ford,30,2003,Heavy Goods Vehicle Ford
8986,11251,2006-07,Light Goods Vehicle,DAF,40,2006,Light Goods Vehicle DAF
8987,11252,2007-08,Heavy Goods Vehicle,Ford,15,2007,Heavy Goods Vehicle Ford
8988,11253,2008-09,Light Goods Vehicle,Ford,65,2008,Light Goods Vehicle Ford
8989,11254,2002-03,Light Goods Vehicle,DAF,20,2002,Light Goods Vehicle DAF
8990,11254,2008-09,Light Goods Vehicle,DAF,0,2008,Light Goods Vehicle DAF
8991,11255,2011-12,Light Goods Vehicle,MAN,65,2011,Light Goods Vehicle MAN
8992,11257,2001-02,Heavy Goods Vehicle,MAN,50,2001,Heavy Goods Vehicle MAN
8993,11257,2008-09,Heavy Goods Vehicle,MAN,15,2008,Heavy Goods Vehicle MAN
8994,11258,2001-02,Light Goods Vehicle,Iveco,30,2001,Light Goods Vehicle Iveco
8995,11258,2006-07,Light Goods Vehicle,Iveco,55,2006,Light Goods Vehicle Iveco
8996,11259,2005-06,Heavy Goods Vehicle,Iveco,60,2005,Heavy Goods Vehicle Iveco
8997,11259,2011-12,Heavy Goods Vehicle,Iveco,10,2011,Heavy Goods Vehicle Iveco
8998,11261,2001-02,Personnel Vehicle,Iveco,85,2001,Personnel Vehicle Iveco
8999,11261,2007-08,Personnel Vehicle,Iveco,50,2007,Personnel Vehicle Iveco
9000,11262,2001-02,Light Goods Vehicle,MAN,45,2001,Light Goods Vehicle MAN
9001,11262,2008-09,Light Goods Vehicle,MAN,40,2008,Light Goods Vehicle MAN
9002,11263,2001-02,Light Goods Vehicle,MAN,50,2001,Light Goods Vehicle MAN
9003,11263,2009-10,Light Goods Vehicle,MAN,48,2009,Light Goods Vehicle MAN
9004,11264,2002-03,Light Goods Vehicle,MAN,60,2002,Light Goods Vehicle MAN
9005,11265,2005-06,Light Goods Vehicle,Iveco,60,2005,Light Goods Vehicle Iveco
9006,11266,2007-08,Light Goods Vehicle,Iveco,70,2007,Light Goods Vehicle Iveco
9007,11268,2002-03,Light Goods Vehicle,Renault,70,2002,Light Goods Vehicle Renault
9008,11270,2001-02,Light Goods Vehicle,Renault,20,2001,Light Goods Vehicle Renault
9009,11270,2010-11,Light Goods Vehicle,Renault,0,2010,Light Goods Vehicle Renault
9010,11272,2006-07,Personnel Vehicle,Renault,85,2006,Personnel Vehicle Renault
9011,11273,2005-06,Personnel Vehicle,DAF,45,2005,Personnel Vehicle DAF
9012,11275,2001-02,Heavy Goods Vehicle,DAF,80,2001,Heavy Goods Vehicle DAF
9013,11276,2003-04,Personnel Vehicle,DAF,70,2003,Personnel Vehicle DAF
9014,11276,2011-12,Personnel Vehicle,DAF,50,2011,Personnel Vehicle DAF
9015,11277,2001-02,Personnel Vehicle,DAF,100,2001,Personnel Vehicle DAF
9016,11277,2007-08,Personnel Vehicle,DAF,70,2007,Personnel Vehicle DAF
9017,11278,2003-04,Light Goods Vehicle,Ford,70,2003,Light Goods Vehicle Ford
9018,11281,2008-09,Light Goods Vehicle,Ford,65,2008,Light Goods Vehicle Ford
9019,11282,2001-02,Heavy Goods Vehicle,DAF,50,2001,Heavy Goods Vehicle DAF
9020,11282,2007-08,Heavy Goods Vehicle,DAF,65,2007,Heavy Goods Vehicle DAF
9021,11286,2000-01,Light Goods Vehicle,MAN,35,2000,Light Goods Vehicle MAN
9022,11287,2000-01,Light Goods Vehicle,MAN,45,2000,Light Goods Vehicle MAN
9023,11288,2005-06,Light Goods Vehicle,Renault,20,2005,Light Goods Vehicle Renault
9024,11290,2005-06,Heavy Goods Vehicle,Renault,50,2005,Heavy Goods Vehicle Renault
9025,11292,2003-04,Heavy Goods Vehicle,Renault,65,2003,Heavy Goods Vehicle Renault
9026,11296,2004-05,Light Goods Vehicle,Iveco,0,2004,Light Goods Vehicle Iveco
9027,11298,2006-07,Light Goods Vehicle,Iveco,50,2006,Light Goods Vehicle Iveco
9028,11299,2003-04,Heavy Goods Vehicle,Renault,60,2003,Heavy Goods Vehicle Renault
9029,11300,2001-02,Personnel Vehicle,Renault,90,2001,Personnel Vehicle Renault
9030,11302,2003-04,Light Goods Vehicle,DAF,55,2003,Light Goods Vehicle DAF
9031,11303,2005-06,Light Goods Vehicle,DAF,50,2005,Light Goods Vehicle DAF
9032,11304,2003-04,Heavy Goods Vehicle,Ford,30,2003,Heavy Goods Vehicle Ford
9033,11307,2005-06,Heavy Goods Vehicle,Ford,50,2005,Heavy Goods Vehicle Ford
9034,11307,2011-12,Heavy Goods Vehicle,Ford,50,2011,Heavy Goods Vehicle Ford
9035,11308,2003-04,Heavy Goods Vehicle,DAF,60,2003,Heavy Goods Vehicle DAF
9036,11310,2000-01,Personnel Vehicle,Ford,70,2000,Personnel Vehicle Ford
9037,11311,2000-01,Light Goods Vehicle,MAN,45,2000,Light Goods Vehicle MAN
9038,11311,2008-09,Light Goods Vehicle,MAN,0,2008,Light Goods Vehicle MAN
9039,11312,2005-06,Light Goods Vehicle,Iveco,0,2005,Light Goods Vehicle Iveco
9040,11312,2011-12,Light Goods Vehicle,Iveco,0,2011,Light Goods Vehicle Iveco
9041,11313,2004-05,Heavy Goods Vehicle,Iveco,60,2004,Heavy Goods Vehicle Iveco
9042,11313,2009-10,Heavy Goods Vehicle,Iveco,60,2009,Heavy Goods Vehicle Iveco
9043,11314,2006-07,Light Goods Vehicle,MAN,45,2006,Light Goods Vehicle MAN
9044,11315,2006-07,Light Goods Vehicle,Renault,20,2006,Light Goods Vehicle Renault
9045,11317,2004-05,Heavy Goods Vehicle,Renault,75,2004,Heavy Goods Vehicle Renault
9046,11318,2003-04,Light Goods Vehicle,Renault,20,2003,Light Goods Vehicle Renault
9047,11321,2003-04,Heavy Goods Vehicle,Volkswagen,50,2003,Heavy Goods Vehicle Volkswagen
9048,11321,2011-12,Heavy Goods Vehicle,Volkswagen,50,2011,Heavy Goods Vehicle Volkswagen
9049,11322,2004-05,Light Goods Vehicle,MAN,30,2004,Light Goods Vehicle MAN
9050,11323,2004-05,Heavy Goods Vehicle,Iveco,30,2004,Heavy Goods Vehicle Iveco
9051,11323,2011-12,Heavy Goods Vehicle,Iveco,30,2011,Heavy Goods Vehicle Iveco
9052,11325,2006-07,Light Goods Vehicle,Volkswagen,65,2006,Light Goods Vehicle Volkswagen
9053,11329,2004-05,Heavy Goods Vehicle,Renault,50,2004,Heavy Goods Vehicle Renault
9054,11331,2002-03,Heavy Goods Vehicle,Renault,50,2002,Heavy Goods Vehicle Renault
9055,11331,2011-12,Heavy Goods Vehicle,Renault,100,2011,Heavy Goods Vehicle Renault
9056,11332,2004-05,Heavy Goods Vehicle,Renault,0,2004,Heavy Goods Vehicle Renault
9057,11332,2010-11,Heavy Goods Vehicle,Renault,0,2010,Heavy Goods Vehicle Renault
9058,11333,2002-03,Heavy Goods Vehicle,Volkswagen,30,2002,Heavy Goods Vehicle Volkswagen
9059,11334,2011-12,Heavy Goods Vehicle,DAF,65,2011,Heavy Goods Vehicle DAF
9060,11335,2006-07,Heavy Goods Vehicle,DAF,30,2006,Heavy Goods Vehicle DAF
9061,11337,2005-06,Heavy Goods Vehicle,Ford,65,2005,Heavy Goods Vehicle Ford
9062,11338,2011-12,Heavy Goods Vehicle,Ford,65,2011,Heavy Goods Vehicle Ford
9063,11341,2005-06,Light Goods Vehicle,DAF,70,2005,Light Goods Vehicle DAF
9064,11342,2001-02,Light Goods Vehicle,Ford,70,2001,Light Goods Vehicle Ford
9065,11344,2002-03,Light Goods Vehicle,DAF,65,2002,Light Goods Vehicle DAF
9066,11344,2008-09,Light Goods Vehicle,DAF,68,2008,Light Goods Vehicle DAF
9067,11345,2007-08,Light Goods Vehicle,MAN,65,2007,Light Goods Vehicle MAN
9068,11346,2002-03,Light Goods Vehicle,MAN,10,2002,Light Goods Vehicle MAN
9069,11346,2009-10,Light Goods Vehicle,MAN,10,2009,Light Goods Vehicle MAN
9070,11350,2004-05,Light Goods Vehicle,Iveco,80,2004,Light Goods Vehicle Iveco
9071,11350,2009-10,Light Goods Vehicle,Iveco,80,2009,Light Goods Vehicle Iveco
9072,11351,2003-04,Heavy Goods Vehicle,Renault,10,2003,Heavy Goods Vehicle Renault
9073,11351,2009-10,Heavy Goods Vehicle,Renault,30,2009,Heavy Goods Vehicle Renault
9074,11354,2006-07,Heavy Goods Vehicle,Iveco,30,2006,Heavy Goods Vehicle Iveco
9075,11356,2005-06,Light Goods Vehicle,Iveco,40,2005,Light Goods Vehicle Iveco
9076,11356,2011-12,Light Goods Vehicle,Iveco,35,2011,Light Goods Vehicle Iveco
9077,11358,2003-04,Personnel Vehicle,Renault,85,2003,Personnel Vehicle Renault
9078,11358,2009-10,Personnel Vehicle,Renault,85,2009,Personnel Vehicle Renault
9079,11360,2006-07,Light Goods Vehicle,Volkswagen,60,2006,Light Goods Vehicle Volkswagen
9080,11362,2003-04,Personnel Vehicle,DAF,70,2003,Personnel Vehicle DAF
9081,11362,2011-12,Personnel Vehicle,DAF,55,2011,Personnel Vehicle DAF
9082,11363,2004-05,Heavy Goods Vehicle,DAF,30,2004,Heavy Goods Vehicle DAF
9083,11363,2010-11,Heavy Goods Vehicle,DAF,10,2010,Heavy Goods Vehicle DAF
9084,11364,2006-07,Personnel Vehicle,Ford,85,2006,Personnel Vehicle Ford
9085,11365,2004-05,Heavy Goods Vehicle,DAF,15,2004,Heavy Goods Vehicle DAF
9086,11365,2010-11,Heavy Goods Vehicle,DAF,5,2010,Heavy Goods Vehicle DAF
9087,11368,2008-09,Personnel Vehicle,Ford,85,2008,Personnel Vehicle Ford
9088,11371,2005-06,Heavy Goods Vehicle,Volkswagen,65,2005,Heavy Goods Vehicle Volkswagen
9089,11373,2006-07,Light Goods Vehicle,Ford,60,2006,Light Goods Vehicle Ford
9090,11375,2002-03,Heavy Goods Vehicle,DAF,80,2002,Heavy Goods Vehicle DAF
9091,11375,2008-09,Heavy Goods Vehicle,DAF,50,2008,Heavy Goods Vehicle DAF
9092,11376,2004-05,Heavy Goods Vehicle,DAF,70,2004,Heavy Goods Vehicle DAF
9093,11377,2006-07,Heavy Goods Vehicle,Ford,65,2006,Heavy Goods Vehicle Ford
9094,11378,2002-03,Light Goods Vehicle,DAF,65,2002,Light Goods Vehicle DAF
9095,11381,2003-04,Heavy Goods Vehicle,DAF,50,2003,Heavy Goods Vehicle DAF
9096,11383,2007-08,Heavy Goods Vehicle,Ford,10,2007,Heavy Goods Vehicle Ford
9097,11384,2007-08,Light Goods Vehicle,Ford,45,2007,Light Goods Vehicle Ford
9098,11386,2002-03,Light Goods Vehicle,MAN,58,2002,Light Goods Vehicle MAN
9099,11387,2000-01,Light Goods Vehicle,MAN,55,2000,Light Goods Vehicle MAN
9100,11387,2008-09,Light Goods Vehicle,MAN,20,2008,Light Goods Vehicle MAN
9101,11388,2000-01,Heavy Goods Vehicle,MAN,0,2000,Heavy Goods Vehicle MAN
9102,11388,2008-09,Heavy Goods Vehicle,MAN,15,2008,Heavy Goods Vehicle MAN
9103,11389,2002-03,Light Goods Vehicle,Iveco,45,2002,Light Goods Vehicle Iveco
9104,11389,2008-09,Light Goods Vehicle,Iveco,30,2008,Light Goods Vehicle Iveco
9105,11390,2001-02,Light Goods Vehicle,MAN,20,2001,Light Goods Vehicle MAN
9106,11391,2005-06,Heavy Goods Vehicle,Iveco,50,2005,Heavy Goods Vehicle Iveco
9107,11395,2007-08,Light Goods Vehicle,MAN,65,2007,Light Goods Vehicle MAN
9108,11397,2005-06,Light Goods Vehicle,Iveco,0,2005,Light Goods Vehicle Iveco
9109,11397,2011-12,Light Goods Vehicle,Iveco,0,2011,Light Goods Vehicle Iveco
9110,11399,2001-02,Light Goods Vehicle,Iveco,55,2001,Light Goods Vehicle Iveco
9111,11399,2007-08,Light Goods Vehicle,Iveco,55,2007,Light Goods Vehicle Iveco
9112,11400,2001-02,Light Goods Vehicle,Volkswagen,85,2001,Light Goods Vehicle Volkswagen
9113,11400,2008-09,Light Goods Vehicle,Volkswagen,75,2008,Light Goods Vehicle Volkswagen
9114,11401,2003-04,Light Goods Vehicle,MAN,65,2003,Light Goods Vehicle MAN
9115,11401,2010-11,Light Goods Vehicle,MAN,65,2010,Light Goods Vehicle MAN
9116,11402,2005-06,Light Goods Vehicle,Renault,0,2005,Light Goods Vehicle Renault
9117,11402,2011-12,Light Goods Vehicle,Renault,35,2011,Light Goods Vehicle Renault
9118,11403,2001-02,Light Goods Vehicle,Renault,90,2001,Light Goods Vehicle Renault
9119,11404,2002-03,Heavy Goods Vehicle,Renault,65,2002,Heavy Goods Vehicle Renault
9120,11408,2006-07,Heavy Goods Vehicle,DAF,30,2006,Heavy Goods Vehicle DAF
9121,11408,2007-08,Heavy Goods Vehicle,DAF,40,2007,Heavy Goods Vehicle DAF
9122,11410,2006-07,Heavy Goods Vehicle,Ford,50,2006,Heavy Goods Vehicle Ford
9123,11411,2006-07,Light Goods Vehicle,DAF,50,2006,Light Goods Vehicle DAF
9124,11413,2008-09,Light Goods Vehicle,DAF,40,2008,Light Goods Vehicle DAF
9125,11414,2005-06,Light Goods Vehicle,Ford,70,2005,Light Goods Vehicle Ford
9126,11415,2003-04,Heavy Goods Vehicle,Volkswagen,60,2003,Heavy Goods Vehicle Volkswagen
9127,11415,2011-12,Heavy Goods Vehicle,Volkswagen,60,2011,Heavy Goods Vehicle Volkswagen
9128,11416,2007-08,Light Goods Vehicle,Ford,60,2007,Light Goods Vehicle Ford
9129,11418,2002-03,Light Goods Vehicle,MAN,65,2002,Light Goods Vehicle MAN
9130,11419,2000-01,Light Goods Vehicle,MAN,55,2000,Light Goods Vehicle MAN
9131,11419,2008-09,Light Goods Vehicle,MAN,35,2008,Light Goods Vehicle MAN
9132,11421,2005-06,Light Goods Vehicle,Renault,10,2005,Light Goods Vehicle Renault
9133,11423,2003-04,Heavy Goods Vehicle,MAN,10,2003,Heavy Goods Vehicle MAN
9134,11423,2011-12,Heavy Goods Vehicle,MAN,15,2011,Heavy Goods Vehicle MAN
9135,11424,2002-03,Light Goods Vehicle,Iveco,40,2002,Light Goods Vehicle Iveco
9136,11424,2008-09,Light Goods Vehicle,Iveco,40,2008,Light Goods Vehicle Iveco
9137,11425,2003-04,Light Goods Vehicle,Renault,40,2003,Light Goods Vehicle Renault
9138,11425,2009-10,Light Goods Vehicle,Renault,55,2009,Light Goods Vehicle Renault
9139,11426,2005-06,Personnel Vehicle,Iveco,85,2005,Personnel Vehicle Iveco
9140,11428,2001-02,Personnel Vehicle,Renault,75,2001,Personnel Vehicle Renault
9141,11429,2005-06,Light Goods Vehicle,Iveco,35,2005,Light Goods Vehicle Iveco
9142,11431,2003-04,Heavy Goods Vehicle,Volkswagen,30,2003,Heavy Goods Vehicle Volkswagen
9143,11432,2007-08,Light Goods Vehicle,MAN,20,2007,Light Goods Vehicle MAN
9144,11434,2002-03,Light Goods Vehicle,Volkswagen,48,2002,Light Goods Vehicle Volkswagen
9145,11434,2008-09,Light Goods Vehicle,Volkswagen,20,2008,Light Goods Vehicle Volkswagen
9146,11435,2005-06,Light Goods Vehicle,Iveco,10,2005,Light Goods Vehicle Iveco
9147,11435,2011-12,Light Goods Vehicle,Iveco,0,2011,Light Goods Vehicle Iveco
9148,11436,2002-03,Light Goods Vehicle,Iveco,65,2002,Light Goods Vehicle Iveco
9149,11436,2008-09,Light Goods Vehicle,Iveco,65,2008,Light Goods Vehicle Iveco
9150,11437,2006-07,Light Goods Vehicle,Iveco,10,2006,Light Goods Vehicle Iveco
9151,11439,2003-04,Heavy Goods Vehicle,Renault,30,2003,Heavy Goods Vehicle Renault
9152,11441,2010-11,Light Goods Vehicle,Volkswagen,100,2010,Light Goods Vehicle Volkswagen
9153,11442,2001-02,Light Goods Vehicle,Renault,88,2001,Light Goods Vehicle Renault
9154,11442,2007-08,Light Goods Vehicle,Renault,80,2007,Light Goods Vehicle Renault
9155,11444,2004-05,Personnel Vehicle,DAF,60,2004,Personnel Vehicle DAF
9156,11444,2010-11,Personnel Vehicle,DAF,60,2010,Personnel Vehicle DAF
9157,11445,2006-07,Personnel Vehicle,Ford,85,2006,Personnel Vehicle Ford
9158,11447,2008-09,Light Goods Vehicle,Ford,70,2008,Light Goods Vehicle Ford
9159,11449,2002-03,Light Goods Vehicle,DAF,50,2002,Light Goods Vehicle DAF
9160,11449,2008-09,Light Goods Vehicle,DAF,60,2008,Light Goods Vehicle DAF
9161,11451,2002-03,Personnel Vehicle,DAF,40,2002,Personnel Vehicle DAF
9162,11453,2007-08,Personnel Vehicle,Ford,85,2007,Personnel Vehicle Ford
9163,11456,2004-05,Light Goods Vehicle,MAN,30,2004,Light Goods Vehicle MAN
9164,11457,2007-08,Light Goods Vehicle,MAN,45,2007,Light Goods Vehicle MAN
9165,11458,2000-01,Light Goods Vehicle,MAN,50,2000,Light Goods Vehicle MAN
9166,11458,2008-09,Light Goods Vehicle,MAN,65,2008,Light Goods Vehicle MAN
9167,11459,2001-02,Light Goods Vehicle,MAN,70,2001,Light Goods Vehicle MAN
9168,11459,2010-11,Light Goods Vehicle,MAN,65,2010,Light Goods Vehicle MAN
9169,11460,2002-03,Light Goods Vehicle,Iveco,40,2002,Light Goods Vehicle Iveco
9170,11460,2008-09,Light Goods Vehicle,Iveco,20,2008,Light Goods Vehicle Iveco
9171,11461,2003-04,Heavy Goods Vehicle,Renault,5,2003,Heavy Goods Vehicle Renault
9172,11461,2009-10,Heavy Goods Vehicle,Renault,10,2009,Heavy Goods Vehicle Renault
9173,11462,2005-06,Light Goods Vehicle,Renault,0,2005,Light Goods Vehicle Renault
9174,11465,2002-03,Light Goods Vehicle,Volkswagen,48,2002,Light Goods Vehicle Volkswagen
9175,11465,2011-12,Light Goods Vehicle,Volkswagen,30,2011,Light Goods Vehicle Volkswagen
9176,11466,2001-02,Heavy Goods Vehicle,MAN,65,2001,Heavy Goods Vehicle MAN
9177,11466,2008-09,Heavy Goods Vehicle,MAN,50,2008,Heavy Goods Vehicle MAN
9178,11467,2001-02,Light Goods Vehicle,Iveco,40,2001,Light Goods Vehicle Iveco
9179,11467,2008-09,Light Goods Vehicle,Iveco,20,2008,Light Goods Vehicle Iveco
9180,11468,2003-04,Heavy Goods Vehicle,Volkswagen,60,2003,Heavy Goods Vehicle Volkswagen
9181,11469,2007-08,Heavy Goods Vehicle,Volkswagen,50,2007,Heavy Goods Vehicle Volkswagen
9182,11470,2005-06,Light Goods Vehicle,Iveco,20,2005,Light Goods Vehicle Iveco
9183,11472,2001-02,Light Goods Vehicle,Renault,85,2001,Light Goods Vehicle Renault
9184,11473,2007-08,Heavy Goods Vehicle,Renault,65,2007,Heavy Goods Vehicle Renault
9185,11475,2007-08,Heavy Goods Vehicle,DAF,30,2007,Heavy Goods Vehicle DAF
9186,11476,2006-07,Light Goods Vehicle,DAF,65,2006,Light Goods Vehicle DAF
9187,11480,2002-03,Heavy Goods Vehicle,DAF,30,2002,Heavy Goods Vehicle DAF
9188,11480,2011-12,Heavy Goods Vehicle,DAF,30,2011,Heavy Goods Vehicle DAF
9189,11481,2007-08,Light Goods Vehicle,Ford,65,2007,Light Goods Vehicle Ford
9190,11481,2008-09,Light Goods Vehicle,Ford,55,2008,Light Goods Vehicle Ford
9191,11485,2000-01,Heavy Goods Vehicle,Ford,15,2000,Heavy Goods Vehicle Ford
9192,11485,2011-12,Heavy Goods Vehicle,Ford,50,2011,Heavy Goods Vehicle Ford
9193,11487,2011-12,Light Goods Vehicle,DAF,40,2011,Light Goods Vehicle DAF
9194,11489,2002-03,Personnel Vehicle,Iveco,60,2002,Personnel Vehicle Iveco
9195,11489,2006-07,Personnel Vehicle,Iveco,60,2006,Personnel Vehicle Iveco
9196,11490,2004-05,Light Goods Vehicle,MAN,30,2004,Light Goods Vehicle MAN
