,VehicleID,FinancialYear,VehicleType,Manufacturer,ConditionScore,Year,Month
27301,28333,2010-11,Heavy Goods Vehicle,Scania,30,2010,11
27302,28334,2001-02,Light Goods Vehicle,Scania,70,2001,2
27303,28334,2007-08,Light Goods Vehicle,Scania,85,2007,8
27304,28336,2006-07,Light Goods Vehicle,Scania,65,2006,7
27305,28337,2002-03,Heavy Goods Vehicle,Scania,80,2002,3
27306,28338,2008-09,Heavy Goods Vehicle,Scania,30,2008,9
27307,28348,2000-01,Heavy Goods Vehicle,Scania,0,2000,1
27308,28348,2006-07,Heavy Goods Vehicle,Scania,60,2006,7
27309,28352,2006-07,Light Goods Vehicle,Scania,40,2006,7
27310,28360,2004-05,Light Goods Vehicle,Scania,35,2004,5
27311,28361,2004-05,Personnel Vehicle,Scania,80,2004,5
27312,28362,2005-06,Light Goods Vehicle,Scania,65,2005,6
27313,28362,2011-12,Light Goods Vehicle,Scania,35,2011,12
27314,28363,2003-04,Light Goods Vehicle,Scania,60,2003,4
27315,28365,2004-05,Heavy Goods Vehicle,Scania,65,2004,5
27316,28365,2010-11,Heavy Goods Vehicle,Scania,65,2010,11
27317,28371,2004-05,Heavy Goods Vehicle,Scania,60,2004,5
27318,28371,2009-10,Heavy Goods Vehicle,Scania,65,2009,10
27319,28372,2001-02,Light Goods Vehicle,Scania,55,2001,2
27320,28372,2008-09,Light Goods Vehicle,Scania,40,2008,9
27321,28373,2005-06,Light Goods Vehicle,Scania,0,2005,6
27322,28375,2004-05,Personnel Vehicle,Scania,90,2004,5
27323,28375,2010-11,Personnel Vehicle,Scania,90,2010,11
27324,28376,2004-05,Light Goods Vehicle,Scania,50,2004,5
27325,28377,2003-04,Heavy Goods Vehicle,Scania,15,2003,4
27326,28377,2009-10,Heavy Goods Vehicle,Scania,15,2009,10
27327,28378,2005-06,Light Goods Vehicle,Scania,70,2005,6
27328,28378,2011-12,Light Goods Vehicle,Scania,70,2011,12
27329,28379,2003-04,Heavy Goods Vehicle,Scania,60,2003,4
27330,28379,2009-10,Heavy Goods Vehicle,Scania,50,2009,10
27331,28380,2004-05,Light Goods Vehicle,Scania,0,2004,5
27332,28380,2011-12,Light Goods Vehicle,Scania,30,2011,12
27333,28382,2002-03,Personnel Vehicle,Scania,100,2002,3
27334,28384,2007-08,Light Goods Vehicle,Scania,20,2007,8
27335,28384,2009-10,Light Goods Vehicle,Scania,20,2009,10
27336,28385,2004-05,Light Goods Vehicle,Scania,35,2004,5
27337,28385,2010-11,Light Goods Vehicle,Scania,0,2010,11
27338,28389,2002-03,Light Goods Vehicle,Scania,30,2002,3
27339,28390,2003-04,Light Goods Vehicle,Scania,45,2003,4
27340,28390,2009-10,Light Goods Vehicle,Scania,45,2009,10
27341,28392,2008-09,Light Goods Vehicle,Scania,70,2008,9
27342,28393,2005-06,Light Goods Vehicle,Scania,40,2005,6
27343,28394,2001-02,Personnel Vehicle,Scania,85,2001,2
27344,28394,2007-08,Personnel Vehicle,Scania,100,2007,8
27345,28395,2004-05,Heavy Goods Vehicle,Scania,10,2004,5
27346,28396,2002-03,Personnel Vehicle,Scania,80,2002,3
27347,28396,2008-09,Personnel Vehicle,Scania,70,2008,9
27348,28397,2006-07,Heavy Goods Vehicle,Scania,5,2006,7
27349,28398,2004-05,Light Goods Vehicle,Scania,45,2004,5
27350,28398,2010-11,Light Goods Vehicle,Scania,45,2010,11
27351,28399,2005-06,Light Goods Vehicle,Scania,45,2005,6
27352,28399,2011-12,Light Goods Vehicle,Scania,20,2011,12
27353,28400,2003-04,Heavy Goods Vehicle,Scania,80,2003,4
27354,28400,2009-10,Heavy Goods Vehicle,Scania,80,2009,10
27355,28401,2006-07,Light Goods Vehicle,Scania,45,2006,7
27356,28402,2005-06,Personnel Vehicle,Scania,70,2005,6
27357,28402,2011-12,Personnel Vehicle,Scania,75,2011,12
27358,28405,2008-09,Light Goods Vehicle,Scania,65,2008,9
27359,28410,2004-05,Heavy Goods Vehicle,Scania,30,2004,5
27360,28411,2001-02,Light Goods Vehicle,Scania,20,2001,2
27361,28411,2007-08,Light Goods Vehicle,Scania,0,2007,8
27362,28412,2008-09,Light Goods Vehicle,Scania,20,2008,9
27363,28413,2005-06,Heavy Goods Vehicle,Scania,70,2005,6
27364,28413,2011-12,Heavy Goods Vehicle,Scania,35,2011,12
27365,28414,2011-12,Personnel Vehicle,Scania,65,2011,12
27366,28415,2008-09,Light Goods Vehicle,Scania,0,2008,9
27367,28417,2002-03,Light Goods Vehicle,Scania,20,2002,3
27368,28419,2007-08,Heavy Goods Vehicle,Scania,30,2007,8
27369,28420,2001-02,Light Goods Vehicle,Scania,45,2001,2
27370,28421,2002-03,Personnel Vehicle,Scania,70,2002,3
27371,28421,2008-09,Personnel Vehicle,Scania,70,2008,9
27372,28422,2005-06,Heavy Goods Vehicle,Scania,50,2005,6
27373,28422,2011-12,Heavy Goods Vehicle,Scania,65,2011,12
27374,28423,2004-05,Light Goods Vehicle,Scania,0,2004,5
27375,28423,2009-10,Light Goods Vehicle,Scania,0,2009,10
27376,28424,2006-07,Heavy Goods Vehicle,Scania,80,2006,7
27377,28425,2005-06,Light Goods Vehicle,Scania,50,2005,6
27378,28425,2011-12,Light Goods Vehicle,Scania,35,2011,12
27379,28426,2003-04,Light Goods Vehicle,Scania,20,2003,4
27380,28428,2002-03,Personnel Vehicle,Scania,85,2002,3
27381,28428,2010-11,Personnel Vehicle,Scania,70,2010,11
27382,28429,2001-02,Light Goods Vehicle,Scania,48,2001,2
27383,28430,2002-03,Personnel Vehicle,Scania,75,2002,3
27384,28430,2008-09,Personnel Vehicle,Scania,80,2008,9
27385,28431,2004-05,Light Goods Vehicle,Scania,40,2004,5
27386,28431,2009-10,Light Goods Vehicle,Scania,20,2009,10
27387,28432,2002-03,Personnel Vehicle,Scania,50,2002,3
27388,28432,2008-09,Personnel Vehicle,Scania,50,2008,9
27389,28433,2000-01,Light Goods Vehicle,Scania,0,2000,1
27390,28434,2004-05,Light Goods Vehicle,Scania,60,2004,5
27391,28434,2010-11,Light Goods Vehicle,Scania,55,2010,11
27392,28435,2005-06,Light Goods Vehicle,Scania,60,2005,6
27393,28436,2007-08,Light Goods Vehicle,Scania,100,2007,8
27394,28437,2009-10,Light Goods Vehicle,Scania,50,2009,10
27395,28438,2004-05,Light Goods Vehicle,Scania,20,2004,5
27396,28438,2010-11,Light Goods Vehicle,Scania,0,2010,11
27397,28439,2004-05,Light Goods Vehicle,Scania,45,2004,5
27398,28439,2010-11,Light Goods Vehicle,Scania,35,2010,11
27399,28440,2004-05,Heavy Goods Vehicle,Scania,60,2004,5
27400,28440,2009-10,Heavy Goods Vehicle,Scania,60,2009,10
27401,28442,2002-03,Heavy Goods Vehicle,Scania,10,2002,3
27402,28442,2008-09,Heavy Goods Vehicle,Scania,10,2008,9
27403,28443,2005-06,Heavy Goods Vehicle,Scania,40,2005,6
27404,28443,2011-12,Heavy Goods Vehicle,Scania,30,2011,12
27405,28447,2004-05,Heavy Goods Vehicle,Scania,65,2004,5
27406,28447,2010-11,Heavy Goods Vehicle,Scania,50,2010,11
27407,28449,2006-07,Light Goods Vehicle,Scania,20,2006,7
27408,28451,2002-03,Light Goods Vehicle,Scania,70,2002,3
27409,28452,2002-03,Light Goods Vehicle,Scania,20,2002,3
27410,28452,2008-09,Light Goods Vehicle,Scania,20,2008,9
27411,28453,2010-11,Light Goods Vehicle,Scania,0,2010,11
27412,28454,2004-05,Light Goods Vehicle,Scania,40,2004,5
27413,28455,2006-07,Light Goods Vehicle,Scania,20,2006,7
27414,28459,2008-09,Light Goods Vehicle,Scania,45,2008,9
27415,28462,2001-02,Personnel Vehicle,Scania,20,2001,2
27416,28462,2007-08,Personnel Vehicle,Scania,85,2007,8
27417,28465,2006-07,Light Goods Vehicle,Scania,20,2006,7
27418,28468,2002-03,Light Goods Vehicle,Scania,60,2002,3
27419,28468,2008-09,Light Goods Vehicle,Scania,10,2008,9
27420,28469,2009-10,Light Goods Vehicle,Scania,70,2009,10
27421,28471,2006-07,Light Goods Vehicle,Scania,45,2006,7
27422,28473,2003-04,Light Goods Vehicle,Scania,35,2003,4
27423,28475,2001-02,Light Goods Vehicle,Scania,55,2001,2
27424,28475,2006-07,Light Goods Vehicle,Scania,50,2006,7
27425,28484,2006-07,Light Goods Vehicle,Scania,65,2006,7
27426,28485,2006-07,Personnel Vehicle,Scania,85,2006,7
27427,28490,2006-07,Light Goods Vehicle,Scania,20,2006,7
27428,28492,2005-06,Light Goods Vehicle,Scania,45,2005,6
27429,28492,2011-12,Light Goods Vehicle,Scania,5,2011,12
27430,28493,2006-07,Heavy Goods Vehicle,Scania,50,2006,7
27431,28495,2004-05,Heavy Goods Vehicle,Scania,10,2004,5
27432,28495,2010-11,Heavy Goods Vehicle,Scania,30,2010,11
27433,28497,2006-07,Heavy Goods Vehicle,Scania,80,2006,7
27434,28499,2002-03,Heavy Goods Vehicle,Scania,60,2002,3
27435,28499,2008-09,Heavy Goods Vehicle,Scania,60,2008,9
27436,28503,2002-03,Heavy Goods Vehicle,Scania,50,2002,3
27437,28507,2006-07,Heavy Goods Vehicle,Scania,30,2006,7
27438,28508,2004-05,Heavy Goods Vehicle,Scania,30,2004,5
27439,28508,2010-11,Heavy Goods Vehicle,Scania,30,2010,11
27440,28509,2002-03,Heavy Goods Vehicle,Scania,40,2002,3
27441,28509,2009-10,Heavy Goods Vehicle,Scania,40,2009,10
27442,28510,2006-07,Personnel Vehicle,Scania,75,2006,7
27443,28511,2006-07,Light Goods Vehicle,Scania,70,2006,7
27444,28512,2002-03,Heavy Goods Vehicle,Scania,60,2002,3
27445,28512,2008-09,Heavy Goods Vehicle,Scania,75,2008,9
27446,28513,2004-05,Light Goods Vehicle,Scania,45,2004,5
27447,28513,2009-10,Light Goods Vehicle,Scania,60,2009,10
27448,28514,2008-09,Heavy Goods Vehicle,Scania,50,2008,9
27449,28516,2002-03,Light Goods Vehicle,Scania,20,2002,3
27450,28516,2008-09,Light Goods Vehicle,Scania,20,2008,9
27451,28517,2006-07,Light Goods Vehicle,Scania,0,2006,7
27452,28525,2010-11,Heavy Goods Vehicle,Scania,40,2010,11
27453,28526,2005-06,Light Goods Vehicle,Scania,0,2005,6
27454,28526,2011-12,Light Goods Vehicle,Scania,0,2011,12
27455,28527,2006-07,Light Goods Vehicle,Scania,70,2006,7
27456,28528,2003-04,Light Goods Vehicle,Scania,10,2003,4
27457,28528,2009-10,Light Goods Vehicle,Scania,5,2009,10
27458,28529,2002-03,Light Goods Vehicle,Scania,55,2002,3
27459,28529,2011-12,Light Goods Vehicle,Scania,55,2011,12
27460,28530,2002-03,Light Goods Vehicle,Scania,20,2002,3
27461,28531,2009-10,Light Goods Vehicle,Scania,45,2009,10
27462,28532,2002-03,Personnel Vehicle,Scania,85,2002,3
27463,28532,2008-09,Personnel Vehicle,Scania,85,2008,9
27464,28533,2005-06,Heavy Goods Vehicle,Scania,30,2005,6
27465,28533,2011-12,Heavy Goods Vehicle,Scania,15,2011,12
27466,28535,2002-03,Light Goods Vehicle,Scania,80,2002,3
27467,28535,2008-09,Light Goods Vehicle,Scania,45,2008,9
27468,28536,2005-06,Light Goods Vehicle,Scania,0,2005,6
27469,28536,2011-12,Light Goods Vehicle,Scania,0,2011,12
27470,28540,2005-06,Light Goods Vehicle,Scania,20,2005,6
27471,28540,2011-12,Light Goods Vehicle,Scania,20,2011,12
27472,28543,2002-03,Light Goods Vehicle,Scania,60,2002,3
27473,28547,2006-07,Personnel Vehicle,Scania,80,2006,7
27474,28548,2006-07,Light Goods Vehicle,Scania,55,2006,7
27475,28549,2004-05,Light Goods Vehicle,Scania,48,2004,5
27476,28549,2009-10,Light Goods Vehicle,Scania,65,2009,10
27477,28550,2004-05,Light Goods Vehicle,Scania,20,2004,5
27478,28551,2004-05,Personnel Vehicle,Scania,60,2004,5
27479,28551,2010-11,Personnel Vehicle,Scania,60,2010,11
27480,28552,2003-04,Heavy Goods Vehicle,Scania,65,2003,4
27481,28552,2009-10,Heavy Goods Vehicle,Scania,65,2009,10
27482,28553,2002-03,Light Goods Vehicle,Scania,35,2002,3
27483,28561,2006-07,Light Goods Vehicle,Scania,0,2006,7
27484,28562,2004-05,Heavy Goods Vehicle,Scania,65,2004,5
27485,28562,2009-10,Heavy Goods Vehicle,Scania,50,2009,10
27486,28563,2004-05,Light Goods Vehicle,Scania,45,2004,5
27487,28563,2011-12,Light Goods Vehicle,Scania,0,2011,12
27488,28564,2005-06,Light Goods Vehicle,Scania,0,2005,6
27489,28565,2002-03,Heavy Goods Vehicle,Scania,10,2002,3
27490,28566,2005-06,Light Goods Vehicle,Scania,35,2005,6
27491,28566,2011-12,Light Goods Vehicle,Scania,20,2011,12
27492,28567,2006-07,Light Goods Vehicle,Scania,45,2006,7
27493,28568,2003-04,Light Goods Vehicle,Scania,30,2003,4
27494,28568,2008-09,Light Goods Vehicle,Scania,50,2008,9
27495,28571,2006-07,Light Goods Vehicle,Scania,60,2006,7
27496,28572,2002-03,Light Goods Vehicle,Scania,70,2002,3
27497,28581,2006-07,Personnel Vehicle,Scania,75,2006,7
27498,28584,2005-06,Light Goods Vehicle,Scania,55,2005,6
27499,28586,2005-06,Light Goods Vehicle,Scania,55,2005,6
27500,28590,2002-03,Light Goods Vehicle,Scania,35,2002,3
27501,28590,2008-09,Light Goods Vehicle,Scania,70,2008,9
27502,28591,2010-11,Light Goods Vehicle,Scania,40,2010,11
27503,28592,2005-06,Personnel Vehicle,Scania,70,2005,6
27504,28594,2004-05,Heavy Goods Vehicle,Scania,10,2004,5
27505,28594,2010-11,Heavy Goods Vehicle,Scania,30,2010,11
27506,28595,2004-05,Heavy Goods Vehicle,Scania,40,2004,5
27507,28595,2010-11,Heavy Goods Vehicle,Scania,50,2010,11
27508,28597,2005-06,Light Goods Vehicle,Scania,20,2005,6
27509,28597,2011-12,Light Goods Vehicle,Scania,40,2011,12
27510,28598,2004-05,Light Goods Vehicle,Scania,0,2004,5
27511,28598,2009-10,Light Goods Vehicle,Scania,40,2009,10
27512,28600,2004-05,Light Goods Vehicle,Scania,35,2004,5
27513,28600,2010-11,Light Goods Vehicle,Scania,40,2010,11
27514,28601,2002-03,Heavy Goods Vehicle,Scania,50,2002,3
27515,28601,2008-09,Heavy Goods Vehicle,Scania,60,2008,9
27516,28602,2006-07,Light Goods Vehicle,Scania,50,2006,7
27517,28603,2003-04,Light Goods Vehicle,Scania,70,2003,4
27518,28604,2003-04,Light Goods Vehicle,Scania,48,2003,4
27519,28604,2010-11,Light Goods Vehicle,Scania,55,2010,11
27520,28605,2002-03,Light Goods Vehicle,Scania,55,2002,3
27521,28605,2008-09,Light Goods Vehicle,Scania,70,2008,9
27522,28606,2006-07,Light Goods Vehicle,Scania,40,2006,7
27523,28607,2006-07,Light Goods Vehicle,Scania,80,2006,7
27524,28608,2004-05,Light Goods Vehicle,Scania,70,2004,5
27525,28608,2010-11,Light Goods Vehicle,Scania,65,2010,11
27526,28610,2004-05,Light Goods Vehicle,Scania,35,2004,5
27527,28610,2010-11,Light Goods Vehicle,Scania,35,2010,11
27528,28611,2005-06,Light Goods Vehicle,Scania,35,2005,6
27529,28615,2001-02,Light Goods Vehicle,Scania,50,2001,2
27530,28615,2004-05,Light Goods Vehicle,Scania,35,2004,5
27531,28615,2010-11,Light Goods Vehicle,Scania,35,2010,11
27532,28618,2005-06,Light Goods Vehicle,Scania,40,2005,6
27533,28618,2011-12,Light Goods Vehicle,Scania,40,2011,12
27534,28621,2003-04,Light Goods Vehicle,Scania,50,2003,4
27535,28623,2006-07,Light Goods Vehicle,Scania,70,2006,7
27536,28625,2004-05,Light Goods Vehicle,Scania,0,2004,5
27537,28625,2010-11,Light Goods Vehicle,Scania,0,2010,11
27538,28626,2002-03,Light Goods Vehicle,Scania,0,2002,3
27539,28626,2008-09,Light Goods Vehicle,Scania,0,2008,9
27540,28628,2005-06,Light Goods Vehicle,Scania,20,2005,6
27541,28629,2005-06,Light Goods Vehicle,Scania,40,2005,6
27542,28629,2011-12,Light Goods Vehicle,Scania,40,2011,12
27543,28630,2003-04,Heavy Goods Vehicle,Scania,65,2003,4
27544,28631,2002-03,Heavy Goods Vehicle,Scania,60,2002,3
27545,28631,2010-11,Heavy Goods Vehicle,Scania,60,2010,11
27546,28633,2006-07,Heavy Goods Vehicle,Scania,30,2006,7
27547,28634,2006-07,Light Goods Vehicle,Scania,20,2006,7
27548,28636,2004-05,Personnel Vehicle,Scania,60,2004,5
27549,28636,2010-11,Personnel Vehicle,Scania,70,2010,11
27550,28637,2006-07,Heavy Goods Vehicle,Scania,15,2006,7
27551,28638,2002-03,Personnel Vehicle,Scania,100,2002,3
27552,28638,2008-09,Personnel Vehicle,Scania,90,2008,9
27553,28639,2002-03,Light Goods Vehicle,Scania,40,2002,3
27554,28639,2008-09,Light Goods Vehicle,Scania,40,2008,9
27555,28640,2004-05,Light Goods Vehicle,Scania,100,2004,5
27556,28640,2009-10,Light Goods Vehicle,Scania,40,2009,10
27557,28641,2002-03,Light Goods Vehicle,Scania,35,2002,3
27558,28641,2008-09,Light Goods Vehicle,Scania,30,2008,9
27559,28642,2002-03,Light Goods Vehicle,Scania,0,2002,3
27560,28642,2008-09,Light Goods Vehicle,Scania,0,2008,9
27561,28643,2002-03,Light Goods Vehicle,Scania,68,2002,3
27562,28643,2003-04,Light Goods Vehicle,Scania,68,2003,4
27563,28643,2009-10,Light Goods Vehicle,Scania,70,2009,10
27564,28644,2005-06,Heavy Goods Vehicle,Scania,100,2005,6
27565,28645,2005-06,Light Goods Vehicle,Scania,50,2005,6
27566,28645,2011-12,Light Goods Vehicle,Scania,35,2011,12
27567,28646,2009-10,Light Goods Vehicle,Scania,65,2009,10
27568,28656,2009-10,Light Goods Vehicle,Scania,20,2009,10
27569,28657,2004-05,Light Goods Vehicle,Scania,20,2004,5
27570,28660,2002-03,Heavy Goods Vehicle,Scania,40,2002,3
27571,28660,2008-09,Heavy Goods Vehicle,Scania,10,2008,9
27572,28660,2011-12,Heavy Goods Vehicle,Scania,10,2011,12
27573,28662,2003-04,Light Goods Vehicle,Scania,20,2003,4
27574,28663,2002-03,Light Goods Vehicle,Scania,20,2002,3
27575,28663,2008-09,Light Goods Vehicle,Scania,20,2008,9
27576,28664,2007-08,Light Goods Vehicle,Scania,20,2007,8
27577,28665,2005-06,Light Goods Vehicle,Scania,60,2005,6
27578,28665,2011-12,Light Goods Vehicle,Scania,20,2011,12
27579,28666,2009-10,Heavy Goods Vehicle,Scania,65,2009,10
27580,28669,2003-04,Light Goods Vehicle,Scania,50,2003,4
27581,28670,2002-03,Light Goods Vehicle,Scania,85,2002,3
27582,28670,2008-09,Light Goods Vehicle,Scania,48,2008,9
27583,28672,2002-03,Heavy Goods Vehicle,Scania,80,2002,3
27584,28672,2008-09,Heavy Goods Vehicle,Scania,80,2008,9
27585,28673,2006-07,Heavy Goods Vehicle,Scania,10,2006,7
27586,28673,2011-12,Heavy Goods Vehicle,Scania,30,2011,12
27587,28674,2005-06,Light Goods Vehicle,Scania,20,2005,6
27588,28678,2002-03,Heavy Goods Vehicle,Scania,30,2002,3
27589,28678,2008-09,Heavy Goods Vehicle,Scania,30,2008,9
27590,28682,2002-03,Heavy Goods Vehicle,Scania,30,2002,3
27591,28682,2008-09,Heavy Goods Vehicle,Scania,10,2008,9
27592,28683,2005-06,Light Goods Vehicle,Scania,20,2005,6
27593,28683,2011-12,Light Goods Vehicle,Scania,55,2011,12
27594,28686,2003-04,Heavy Goods Vehicle,Scania,50,2003,4
27595,28686,2009-10,Heavy Goods Vehicle,Scania,50,2009,10
27596,28691,2004-05,Light Goods Vehicle,Scania,20,2004,5
27597,28691,2010-11,Light Goods Vehicle,Scania,35,2010,11
27598,28692,2006-07,Light Goods Vehicle,Scania,40,2006,7
27599,28696,2002-03,Heavy Goods Vehicle,Scania,30,2002,3
27600,28696,2008-09,Heavy Goods Vehicle,Scania,30,2008,9
27601,28696,2011-12,Heavy Goods Vehicle,Scania,30,2011,12
27602,28697,2005-06,Light Goods Vehicle,Scania,55,2005,6
27603,28697,2011-12,Light Goods Vehicle,Scania,48,2011,12
27604,28699,2002-03,Personnel Vehicle,Scania,70,2002,3
27605,28699,2008-09,Personnel Vehicle,Scania,90,2008,9
27606,28700,2006-07,Light Goods Vehicle,Scania,55,2006,7
27607,28701,2003-04,Heavy Goods Vehicle,Scania,65,2003,4
27608,28701,2010-11,Heavy Goods Vehicle,Scania,80,2010,11
27609,28702,2006-07,Heavy Goods Vehicle,Scania,40,2006,7
27610,28702,2011-12,Heavy Goods Vehicle,Scania,40,2011,12
27611,28703,2004-05,Light Goods Vehicle,Scania,70,2004,5
27612,28703,2010-11,Light Goods Vehicle,Scania,70,2010,11
27613,28704,2002-03,Light Goods Vehicle,Scania,70,2002,3
27614,28704,2008-09,Light Goods Vehicle,Scania,60,2008,9
27615,28705,2001-02,Personnel Vehicle,Scania,70,2001,2
27616,28705,2007-08,Personnel Vehicle,Scania,40,2007,8
27617,28705,2010-11,Personnel Vehicle,Scania,40,2010,11
27618,28706,2005-06,Light Goods Vehicle,Scania,20,2005,6
27619,28706,2011-12,Light Goods Vehicle,Scania,35,2011,12
27620,28707,2003-04,Heavy Goods Vehicle,Scania,50,2003,4
27621,28707,2009-10,Heavy Goods Vehicle,Scania,30,2009,10
27622,28708,2001-02,Light Goods Vehicle,Scania,60,2001,2
27623,28708,2007-08,Light Goods Vehicle,Scania,35,2007,8
27624,28711,2006-07,Heavy Goods Vehicle,Scania,10,2006,7
27625,28712,2002-03,Heavy Goods Vehicle,Scania,10,2002,3
27626,28712,2010-11,Heavy Goods Vehicle,Scania,35,2010,11
27627,28713,2007-08,Light Goods Vehicle,Scania,48,2007,8
27628,28714,2005-06,Light Goods Vehicle,Scania,20,2005,6
27629,28715,2003-04,Heavy Goods Vehicle,Scania,65,2003,4
27630,28715,2009-10,Heavy Goods Vehicle,Scania,65,2009,10
27631,28716,2001-02,Light Goods Vehicle,Scania,35,2001,2
27632,28716,2007-08,Light Goods Vehicle,Scania,0,2007,8
27633,28717,2003-04,Light Goods Vehicle,Scania,55,2003,4
27634,28719,2003-04,Heavy Goods Vehicle,Scania,75,2003,4
27635,28719,2009-10,Heavy Goods Vehicle,Scania,50,2009,10
27636,28730,2006-07,Light Goods Vehicle,Scania,0,2006,7
27637,28731,2009-10,Heavy Goods Vehicle,Scania,60,2009,10
27638,28732,2000-01,Heavy Goods Vehicle,Scania,100,2000,1
27639,28732,2001-02,Heavy Goods Vehicle,Scania,100,2001,2
27640,28732,2006-07,Heavy Goods Vehicle,Scania,100,2006,7
27641,28733,2005-06,Light Goods Vehicle,Scania,20,2005,6
27642,28734,2009-10,Light Goods Vehicle,Scania,75,2009,10
27643,28735,2006-07,Heavy Goods Vehicle,Scania,50,2006,7
27644,28737,2004-05,Heavy Goods Vehicle,Scania,50,2004,5
27645,28737,2010-11,Heavy Goods Vehicle,Scania,30,2010,11
27646,28738,2002-03,Light Goods Vehicle,Scania,20,2002,3
27647,28738,2010-11,Light Goods Vehicle,Scania,45,2010,11
27648,28740,2006-07,Personnel Vehicle,Scania,25,2006,7
27649,28742,2004-05,Heavy Goods Vehicle,Scania,60,2004,5
27650,28742,2011-12,Heavy Goods Vehicle,Scania,30,2011,12
27651,28743,2002-03,Heavy Goods Vehicle,Scania,30,2002,3
27652,28744,2003-04,Light Goods Vehicle,Scania,20,2003,4
27653,28744,2009-10,Light Goods Vehicle,Scania,40,2009,10
27654,28746,2005-06,Light Goods Vehicle,Scania,20,2005,6
27655,28746,2011-12,Light Goods Vehicle,Scania,35,2011,12
27656,28749,2006-07,Personnel Vehicle,Scania,70,2006,7
27657,28750,2002-03,Light Goods Vehicle,Scania,65,2002,3
27658,28751,2004-05,Light Goods Vehicle,Scania,20,2004,5
27659,28753,2005-06,Personnel Vehicle,Scania,70,2005,6
27660,28754,2000-01,Light Goods Vehicle,Scania,65,2000,1
27661,28754,2006-07,Light Goods Vehicle,Scania,50,2006,7
27662,28755,2001-02,Heavy Goods Vehicle,Scania,65,2001,2
27663,28755,2007-08,Heavy Goods Vehicle,Scania,65,2007,8
27664,28756,2002-03,Light Goods Vehicle,Scania,50,2002,3
27665,28756,2008-09,Light Goods Vehicle,Scania,50,2008,9
27666,28757,2009-10,Light Goods Vehicle,Scania,48,2009,10
27667,28758,2001-02,Personnel Vehicle,Scania,100,2001,2
27668,28758,2007-08,Personnel Vehicle,Scania,80,2007,8
27669,28758,2010-11,Personnel Vehicle,Scania,80,2010,11
27670,28759,2005-06,Light Goods Vehicle,Scania,50,2005,6
27671,28759,2011-12,Light Goods Vehicle,Scania,35,2011,12
27672,28760,2003-04,Heavy Goods Vehicle,Scania,75,2003,4
27673,28760,2011-12,Heavy Goods Vehicle,Scania,80,2011,12
27674,28761,2001-02,Light Goods Vehicle,Scania,50,2001,2
27675,28761,2008-09,Light Goods Vehicle,Scania,35,2008,9
27676,28762,2008-09,Heavy Goods Vehicle,Scania,65,2008,9
27677,28763,2003-04,Light Goods Vehicle,Scania,0,2003,4
27678,28764,2006-07,Light Goods Vehicle,Scania,55,2006,7
27679,28765,2006-07,Light Goods Vehicle,Scania,55,2006,7
27680,28766,2006-07,Heavy Goods Vehicle,Scania,15,2006,7
27681,28767,2002-03,Heavy Goods Vehicle,Scania,65,2002,3
27682,28768,2011-12,Heavy Goods Vehicle,Scania,40,2011,12
27683,28769,2001-02,Heavy Goods Vehicle,Scania,10,2001,2
27684,28769,2007-08,Heavy Goods Vehicle,Scania,15,2007,8
27685,28770,2004-05,Heavy Goods Vehicle,Scania,65,2004,5
27686,28770,2009-10,Heavy Goods Vehicle,Scania,100,2009,10
27687,28771,2005-06,Heavy Goods Vehicle,Scania,50,2005,6
27688,28771,2011-12,Heavy Goods Vehicle,Scania,50,2011,12
27689,28773,2002-03,Light Goods Vehicle,Scania,40,2002,3
27690,28773,2008-09,Light Goods Vehicle,Scania,20,2008,9
27691,28774,2003-04,Light Goods Vehicle,Scania,40,2003,4
27692,28775,2009-10,Heavy Goods Vehicle,Scania,60,2009,10
27693,28778,2003-04,Light Goods Vehicle,Scania,50,2003,4
27694,28779,2001-02,Heavy Goods Vehicle,Scania,30,2001,2
27695,28779,2004-05,Heavy Goods Vehicle,Scania,30,2004,5
27696,28781,2005-06,Light Goods Vehicle,Scania,0,2005,6
27697,28782,2003-04,Heavy Goods Vehicle,Scania,50,2003,4
27698,28782,2009-10,Heavy Goods Vehicle,Scania,50,2009,10
27699,28785,2009-10,Personnel Vehicle,Scania,85,2009,10
27700,28787,2006-07,Light Goods Vehicle,Scania,20,2006,7
27701,28788,2006-07,Heavy Goods Vehicle,Scania,50,2006,7
27702,28789,2002-03,Light Goods Vehicle,Scania,75,2002,3
27703,28789,2008-09,Light Goods Vehicle,Scania,70,2008,9
27704,28790,2004-05,Heavy Goods Vehicle,Scania,60,2004,5
27705,28790,2010-11,Heavy Goods Vehicle,Scania,60,2010,11
27706,28793,2005-06,Light Goods Vehicle,Scania,60,2005,6
27707,28794,2002-03,Heavy Goods Vehicle,Scania,15,2002,3
27708,28794,2008-09,Heavy Goods Vehicle,Scania,15,2008,9
27709,28794,2011-12,Heavy Goods Vehicle,Scania,15,2011,12
27710,28795,2000-01,Personnel Vehicle,Scania,70,2000,1
27711,28796,2002-03,Personnel Vehicle,Scania,70,2002,3
27712,28796,2008-09,Personnel Vehicle,Scania,55,2008,9
27713,28797,2006-07,Light Goods Vehicle,Scania,0,2006,7
27714,28798,2001-02,Light Goods Vehicle,Scania,35,2001,2
27715,28798,2007-08,Light Goods Vehicle,Scania,50,2007,8
27716,28799,2003-04,Heavy Goods Vehicle,Scania,10,2003,4
